original_publication_date,negative,sadness,surprise,positive,trust,anticipation,anger,fear,disgust,joy
-350,0.6219569410415472,0.3009174790178804,0.22076838867747484,1.206354584788615,0.781655632591357,0.4513371214095814,0.29870197570765783,0.3769483396757546,0.1839910337277798,0.4591304801125997
-320,0.7779782283359642,0.366489677935177,0.24258389880891368,1.2927694294675987,0.7807253121220197,0.5503392853482031,0.30515180713011747,0.43658131573012976,0.2409643494126571,0.4887349064146456
125,0.9876160990712074,0.47368421052631576,0.20743034055727555,1.1021671826625388,0.7151702786377709,0.4984520123839009,0.4953560371517028,0.5356037151702786,0.38699690402476783,0.4148606811145511
170,0.8056057866184448,0.4511754068716094,0.3358951175406872,1.3273056057866184,0.8141952983725136,0.6962025316455697,0.3670886075949367,0.4742314647377939,0.26220614828209765,0.6175406871609403
1637,1.588235294117647,0.6941176470588235,0.5235294117647059,3.788235294117647,2.320588235294118,1.4588235294117646,0.5029411764705882,0.9058823529411765,0.3764705882352941,1.3
1641,0.7752525252525253,0.37247474747474746,0.19444444444444445,1.9835858585858586,1.4027777777777777,0.8181818181818182,0.273989898989899,0.5972222222222222,0.17803030303030304,0.7146464646464646
1674,0.8048780487804879,0.3412325921366469,0.30230053089174425,1.7397091636531508,1.0825575132722935,0.7448641994306379,0.3372316688466569,0.5364314841886589,0.2222051242594445,0.7113179964607217
1677,0.7476931189032429,0.3880833113630372,0.2103875560242552,1.696018982335882,0.9174795676245716,0.6256261534405484,0.3395728974426575,0.5892433430002636,0.2180332190877933,0.6496177168468231
1689,0.9554305008441193,0.38987056837366346,0.2393922341024198,1.9595948227349465,1.1873944850872256,0.6409679234665167,0.3790658413055712,0.5016319639842431,0.17298818232976929,0.48733821046707937
1710,0.9315971649909346,0.47255645294214604,0.27970990604911816,1.9487390802703148,1.2947090819185758,0.8134168452282842,0.43695401351574087,0.7087522663589912,0.28317125432668533,0.7868798417669359
1713,0.5785123966942148,0.21310507674144039,0.1576151121605667,1.1570247933884297,0.5991735537190083,0.40082644628099173,0.1859504132231405,0.29338842975206614,0.10094451003541913,0.26564344746162927
1739,1.0451255853554704,0.4895700297999149,0.3106286362991344,2.0771959699162763,1.187455654888605,0.6409819781467291,0.4545196537533702,0.5535688945650632,0.2545764154959557,0.643252447850149
1776,0.940648251090396,0.38835200547336013,0.2810228341742923,1.9095185153510648,1.1671940477208587,0.6709997434362439,0.35209099461216115,0.4034892670828701,0.17839733173693662,0.5878730864619858
1779,1.1565217391304348,0.4893280632411067,0.31620553359683795,1.7019762845849802,1.0529644268774703,0.6513833992094862,0.500395256916996,0.5739130434782609,0.28300395256916994,0.5351778656126482
1781,0.6280781584582441,0.2647216274089936,0.17813169164882228,1.9718950749464668,1.193522483940043,0.6058618843683083,0.1709047109207709,0.3356531049250535,0.0906049250535332,0.2751605995717345
1788,0.6553833605220228,0.33646003262642743,0.37398042414355626,2.3442088091353996,1.5362969004893965,0.8205546492659054,0.4025285481239804,0.44208809135399674,0.21207177814029363,0.6998368678629691
1790,0.6912464319695528,0.4191246431969553,0.2921027592768792,2.5620837297811607,1.5178401522359657,0.8215984776403426,0.2982873453853473,0.43054234062797336,0.17863939105613702,0.7352521408182683
1792,1.3626416568972255,0.5252051582649473,0.39781164517389606,3.024228214146151,1.6862055490425947,0.9808518952715904,0.5689722547870262,0.6314966783899961,0.4282923016803439,1.1500586166471278
1798,0.6554257724189902,0.31254709871891484,0.16729464958553128,1.7147701582516957,1.146948003014318,0.5633006782215524,0.31254709871891484,0.3790504898266767,0.15354182366239638,0.4674076865109269
1807,0.7110860684603465,0.31004366812227074,0.18058881532610227,2.3186364276658686,0.9907029159036485,0.46851669249190026,0.3045499366107903,0.323425834624595,0.17777151711508662,0.44006198056064233
1817,0.7634369552585706,0.33759442184776295,0.19777745496804183,1.740049389889599,1.0590499709471237,0.4995642068564788,0.25995061011040094,0.26423590935502617,0.10640615920976176,0.38313480534572925
1820,0.7125736339630306,0.34288035750558604,0.19642494413975217,1.794840544383506,1.1259394678041845,0.5328052000812513,0.3471460491570181,0.41844403818809667,0.21409709526711354,0.4933983343489742
1848,1.054766734279919,0.39148073022312374,0.21703853955375255,1.434077079107505,0.6673427991886409,0.563894523326572,0.48884381338742394,0.5496957403651116,0.2778904665314402,0.3306288032454361
1862,1.1427612441262027,0.47326023718952787,0.312821660326695,1.7827254419333185,1.074065786529425,0.6632356231819199,0.5636607742224211,0.6370552696352652,0.2398746923249049,0.4399194450660103
1883,0.6156509695290858,0.2710834102800862,0.21191135734072022,1.2708525700215452,0.7429208987380732,0.5433979686057249,0.28539550630963373,0.3060941828254848,0.16189596799015082,0.33771929824561403
1886,1.406610703043022,0.6867785939139559,0.44858342077649527,2.2193074501573977,1.3452256033578174,0.887722980062959,0.6353620146904512,0.8210912906610703,0.46799580272822666,0.8452256033578174
1887,0.7004732927653821,0.385395537525355,0.26048005409060176,0.867816091954023,0.49797160243407707,0.4421906693711968,0.30138607167004733,0.4115956727518594,0.2841446923597025,0.44726166328600403
1888,1.0789381767376878,0.519559902200489,0.29601816276632903,1.5824310164163464,1.0047153335661894,0.6687041564792175,0.5043660495983234,0.6554313657003144,0.3945162417045058,0.6398882291302829
1907,0.5076923076923077,0.24725274725274726,0.17032967032967034,1.8373626373626373,0.7857142857142857,0.4208791208791209,0.1054945054945055,0.2868131868131868,0.0978021978021978,0.25824175824175827
1910,0.522082878953108,0.26608505997818976,0.16221374045801526,1.7241003271537623,1.2134678298800436,0.38904034896401307,0.24236641221374045,0.26145038167938933,0.08833151581243184,0.5359869138495092
1912,0.5833333333333334,0.25576923076923075,0.14038461538461539,1.6923076923076923,0.9814102564102564,0.44871794871794873,0.22179487179487178,0.2935897435897436,0.09423076923076923,0.34487179487179487
1921,0.5712169312169312,0.25523809523809526,0.15534391534391534,1.2296296296296296,0.782010582010582,0.3925925925925926,0.2141798941798942,0.2967195767195767,0.09142857142857143,0.268994708994709
1927,0.4409171075837742,0.2222222222222222,0.17577895355673134,1.0670194003527338,0.7354497354497355,0.4819517930629042,0.15285126396237508,0.25232216343327457,0.12792475014697238,0.24844209288653732
1936,0.7408710420963242,0.3321606211330826,0.25112216426058476,2.3377411136722066,1.3271867038699503,0.809777993448987,0.2847264345505277,0.3577580977799345,0.0994783452626471,0.5153463544825913
1945,0.702713382507903,0.30492623814541625,0.21206533192834562,1.54254478398314,0.8835616438356164,0.6178872497365648,0.1928345626975764,0.3458904109589041,0.1339567966280295,0.32600105374077976
1949,1.1526465391411231,0.5472843205039564,0.33341015594991164,1.6801874471844511,0.9719597449489129,0.775985250057617,0.4607820542367673,0.5942997618498886,0.3864945840055312,0.8326803410924176
1950,0.4435398670064011,0.20340563047666396,0.11901062705860418,1.0527002672301287,0.6562053321732646,0.37039338760797963,0.16649058479895593,0.2495805108445715,0.1052140948356224,0.21956373127835435
1953,0.3910585817060637,0.20966084275436794,0.09986296676944159,0.6288112367249058,0.41658102089756766,0.2264474134977732,0.17917094895512162,0.22833162041795135,0.08187735525865023,0.13463514902363824
1959,0.4519025224454895,0.22338606241983755,0.1472851646002565,1.1314664386489952,0.9732791791363831,0.6028217186831979,0.1532706284737067,0.23300555793073963,0.07032920051303976,0.18875587858059
1961,1.7617328519855595,0.8254699365118885,0.25706460848997886,1.7194074442922942,1.013071081787626,0.6159591684302254,0.9686294037096975,1.243495580729491,0.46968753890202913,0.41155234657039713
1963,1.0591739475774424,0.6842732327243845,0.26290706910246225,1.7124702144559174,1.0591739475774424,0.6679904686258936,0.4725972994440032,0.8022239872915012,0.443208895949166,0.30023828435266087
1966,0.7227553849434848,0.3235231392621028,0.2092130518234165,1.8123267221155897,1.1224141608018767,0.6801023672424824,0.3058221369161868,0.38110471315845595,0.14416719982938792,0.4015781616549371
1967,0.7922987164527421,0.39356559426571097,0.216202700450075,1.4019003167194533,0.7711285214202367,0.5419236539423237,0.36489414902483747,0.5244207367894649,0.19136522753792298,0.32888814802467076
1968,0.7973042142979014,0.35574134106807714,0.22811806858897798,1.2968776659273162,0.8399590513564238,0.513222999488142,0.26667804128988226,0.3956662685548541,0.14912131035659443,0.306091110731957
1972,0.8229700854700854,0.39006410256410257,0.19284188034188035,1.2497863247863248,0.8577991452991452,0.518482905982906,0.27574786324786327,0.4596153846153846,0.20961538461538462,0.3137820512820513
1975,0.5287813839559093,0.26219636660542966,0.11288017962849561,0.9612165748111859,0.6686058379261074,0.3241477852622984,0.17922024903041436,0.290263319044703,0.10389875484792815,0.215962441314554
1981,1.355344883949003,0.8313174239947695,0.2644655116050997,1.5949656750572083,0.9826740764955868,0.7299771167048055,0.6685191238966983,0.7763975155279503,0.3576332134684537,0.6600196142530239
